UID_sven,crit_prix_AFM,crit_geo_AFM,crit_bio_AFM,achats_AMAP_AFM,jet_AFM,surgeles,plats_prep,conserves,jus,soda,legHS,fruitsfrais,volaille,viande_rouge,poisson,charcuterie,pant_AFM,Achats_habits_AFM,ramas_AFM,tri_AFM,qtt_dechets_AFM,nbr_voit_AFM,deplace_trav_AFM,covoit_AFM2,avion_AFM,avion_AFM_rec,preoccup_chgt_clim,preoccup_poll_air,preoccup_déchets,preoccup_dispar_esp,preoccup_centr_nucl,action_entr,action_citoy,action_ppublics,difficulte_action,prop_pay_prod,prop_pay_impots,repres_pollution,sexe,nationalite_AFM,statutemp,pcs18_AFM,PCS6,PCS6_reg,age_rec,taille_men_reg,sven_TYPMEN2,tranche_rev2,CAL_DIPLOME,inseeTUU_vr_reg,ea17_D6_vr_reg,ea17_D1_rec_vr,ea17_D3_vr,ea17_D4_rec_vr,freq_amis,nbr_livres,sorties_cult,interet_pol,autopos_pol
2140,Le prix est plutot un critère d'achat,L'origine géo n'est pas ou pas vraiment un critère d'achat,Le bio n'est pas vraiment un critère d'achat,Jamais d'achat chez des AMAP/producteurs,Jet d'aliment: 1-2x/semaine,Surgelés: plus rarement,Plats preparés: 3-4/semaine,Conserves: 1-2/semaine,Jus de fruit: plus rarement,Soda: plus rarement,Legumes hors saison: 3-4/semaine,Fruits frais: 1-2/semaine,Volaille: 1-2/semaine,Viande rouge: 1-2/semaine,Poisson: plus rarement,Charcuterie: 1-2/semaine,NA,Achats d'occasion dominants ou mixtes,0 ou 1 type de dechets ramassés à domicile,4 types de dechets triés à domicile,Déchets ménagers: Entre 30 et 49 litres,0-1 voiture,Utilisation exclusive de la voiture pour aller travailler/étudier ,Covoiturage plus rarement voire jamais,Pas pris l'avion la dernière années,Pas pris l'avion la dernière année,Assez préoccupé par le changement climatique,Trés préoccupé par la pollution de l'air,Trés préoccupé par l'abondance de déchets non recyclables,Trés préoccupé par la disparition d'espèces,Assez préoccupé par les risques liés aux centrales nucléaires,Entreprises n'en font pas assez,NA,Pouvoirs publics n'en font pas assez,Action plutot pas difficile pour l'environnement,Plutot pas pret à payer les produits plus cher,Plutot pas pret à payer plus d'impots,Se voit comme une personne pollue moins que les autres,Homme,Français(e),Autres salariés,Techniciens,Professions intermédiaires,Professions intermédiaires,De 25 à 34 ans,1,Ménage d'une seule personne,1500-2500,Bac/Bac+2,UU de 200 000 à 1 999 999 habitants,"Maisons en lotissement, en quartier pavillonnaire ou en ville",Accédant à la propriété,Un appartement,3 ou 4 pièces,Rencontre des amis: au moins 1x/sem,Moins de 6 livres lus les 12 derniers mois,Plus de 12 sorties culturelles les 12 derniers mois,Faible interet pour la politique,Droite
2141,Le prix est plutot un critère d'achat,L'origine géo est un critère d'achat,Le bio est un critère d'achat,Jamais d'achat chez des AMAP/producteurs,Jamais de jet d'aliment,Surgelés: 1-2/semaine,Plats preparés: 3-4/semaine,Conserves: plus rarement,Jus de fruit: tous les jours,Soda: 1-2/semaine,Legumes hors saison: plus rarement,Fruits frais: 3-4/semaine,Volaille: plus rarement,Viande rouge: plus rarement,Poisson: plus rarement,Charcuterie: 1-2/semaine,NA,Achat uniquement de neuf,5 types de dechets ramassés à domicile,5 types de dechets triés à domicile,Déchets ménagers: Entre 30 et 49 litres,2 voitures,Utilisation exclusive de la voiture pour aller travailler/étudier ,Covoiturage occasionnel ou fréquent,Pas pris l'avion la dernière années,Pas pris l'avion la dernière année,Trés préoccupé par le changement climatique,Trés préoccupé par la pollution de l'air,Trés préoccupé par l'abondance de déchets non recyclables,Trés préoccupé par la disparition d'espèces,Trés préoccupé par les risques liés aux centrales nucléaires,Entreprises n'en font pas assez,Citoyens n'en font pas assez,Pouvoirs publics n'en font pas assez,Action pas difficile pour l'environnement,Pret à payer les produits plus cher,Pret à payer plus d'impots,Se voit comme une personne pollue moins que les autres,Homme,Français(e),Autres salariés,Cadres d'entreprise,Cadres et professions intellectuelles supérieures,Cadres et professions intellectuelles supérieures,De 45 à 54 ans,3,Famille monoparentale,2500-4000,Bac/Bac+2,UU de 200 000 à 1 999 999 habitants,"Maisons en lotissement, en quartier pavillonnaire ou en ville",Propriétaire,Une maison individuelle,6 pièces,Rencontre des amis: au moins 1x/sem,Moins de 6 livres lus les 12 derniers mois,4-6 sorties culturelles les 12 derniers mois,Interet pour la politique,Gauche/centre-gauche
2142,Le prix est un critère d'achat,L'origine géo est plutot un critère d'achat,Le bio est plutot un critère d'achat,Achat chez des AMAP/producteurs <1x/sem,Jet d'aliment: 3-4x/semaine,Surgelés: 1-2/semaine,Plats preparés: 1-2/semaine,Conserves: 1-2/semaine,Jus de fruit: tous les jours,Soda: plus rarement,Legumes hors saison: 1-2/semaine,Fruits frais: 1-2/semaine,Volaille: 1-2/semaine,Viande rouge: 3-4/semaine,Poisson: plus rarement,Charcuterie: 3-4/semaine,6 pantalons ou plus,Achats d'occasion dominants ou mixtes,2 ou 3 types de dechets ramassés à domicile,3 types de dechets triés à domicile,Déchets ménagers: Entre 50 et 99 litres,2 voitures,Utilisation exclusive de la voiture pour aller travailler/étudier ,Covoiturage occasionnel ou fréquent,Pas pris l'avion la dernière années,Pas pris l'avion la dernière année,Trés préoccupé par le changement climatique,Trés préoccupé par la pollution de l'air,Trés préoccupé par l'abondance de déchets non recyclables,Trés préoccupé par la disparition d'espèces,Peu ou pas préoccupé par les risques liés aux centrales nucléaires,Entreprises n'en font pas assez,Citoyens n'en font pas assez,Pouvoirs publics n'en font pas assez,Action pas difficile pour l'environnement,Plutot pret à payer les produits plus cher,Pas pret à payer plus d'impots,Se voit comme une personne pollue comme les autres,Femme,Français(e),"Fonctionnaire, Salarié(e) du public",Employés de la fonction publique,Employés,Employés,De 25 à 34 ans,3,Couple avec un enfant,1500-2500,Aucun/CEP/BEPC,Commune rurale,"Maisons en lotissement, en quartier pavillonnaire ou en ville","Autres locataire, sous-locataires",Une maison individuelle,6 pièces,Rencontre des amis: au moins 1x/sem,Aucun livre lus les 12 derniers mois,1-3 sorties culturelles les 12 derniers mois,Interet pour la politique,Extreme-droite
2143,Le prix est plutot un critère d'achat,L'origine géo est plutot un critère d'achat,Le bio est plutot un critère d'achat,Achat chez des AMAP/producteurs >1x/sem,Jet d'aliment: 1-2x/semaine,Surgelés: 1-2/semaine,Plats preparés: plus rarement,Conserves: 1-2/semaine,Jus de fruit: plus rarement,Soda: plus rarement,Legumes hors saison: plus rarement,Fruits frais: 1-2/semaine,Volaille: plus rarement,Viande rouge: plus rarement,Poisson: 1-2/semaine,Charcuterie: plus rarement,2 ou 3 pantalons,Achats d'occasion dominants ou mixtes,4 types de dechets ramassés à domicile,3 types de dechets triés à domicile,Déchets ménagers: Moins de 30 litres,0-1 voiture,Pas d'utilisation de la voiture ou du 2-roues pour aller travailler/étudier ,Covoiturage occasionnel ou fréquent,Pris l'avion 2 fois ou plus la dernière années,Pris l'avion la dernière année,Assez préoccupé par le changement climatique,Assez préoccupé par la pollution de l'air,Assez préoccupé par l'abondance de déchets non recyclables,Assez préoccupé par la disparition d'espèces,Assez préoccupé par les risques liés aux centrales nucléaires,Entreprises n'en font pas assez,Citoyens n'en font pas assez,Pouvoirs publics n'en font pas assez,Action plutot pas difficile pour l'environnement,Plutot pret à payer les produits plus cher,Pas pret à payer plus d'impots,Se voit comme une personne pollue moins que les autres,Femme,Français(e),NA,NA,NA,Autres,De 25 à 34 ans,1,Ménage d'une seule personne,<1500,Aucun/CEP/BEPC,UU de 50 000 à 199 999 habitants,Immeubles,Autres,Un appartement,1 ou 2 pièces,Rencontre des amis: au moins 1x/sem,De 6 à 12 livres lus les 12 derniers mois,1-3 sorties culturelles les 12 derniers mois,Faible interet pour la politique,Centre/centre-droit
2144,Le prix est un critère d'achat,L'origine géo est plutot un critère d'achat,Le bio n'est pas vraiment un critère d'achat,Jamais d'achat chez des AMAP/producteurs,Jamais de jet d'aliment,Surgelés: plus rarement,Plats preparés: 1-2/semaine,Conserves: plus rarement,Jus de fruit: plus rarement,Soda: plus rarement,Legumes hors saison: 1-2/semaine,Fruits frais: tous les jours,Volaille: plus rarement,Viande rouge: 1-2/semaine,Poisson: 1-2/semaine,Charcuterie: 3-4/semaine,4 ou 5 pantalons,Achat uniquement de neuf,0 ou 1 type de dechets ramassés à domicile,4 types de dechets triés à domicile,Déchets ménagers: Entre 50 et 99 litres,2 voitures,Ne va pas travailler/étudier,Covoiturage plus rarement voire jamais,Pris l'avion une fois la dernière années,Pris l'avion la dernière année,Assez préoccupé par le changement climatique,Assez préoccupé par la pollution de l'air,Assez préoccupé par l'abondance de déchets non recyclables,Peu ou pas préoccupé par la disparition d'espèces,Peu ou pas préoccupé par les risques liés aux centrales nucléaires,Entreprises n'en font pas assez,Citoyens n'en font pas assez,Pouvoirs publics en font trop ou assez,Action plutot difficile pour l'environnement,Plutot pas pret à payer les produits plus cher,Plutot pas pret à payer plus d'impots,Se voit comme une personne pollue comme les autres,Homme,Français(e),Retraité(e),Techniciens,Retraités,Retraités,65 ans et plus,2,Couple sans enfant,2500-4000,CAP/BEP,UU de 50 000 à 199 999 habitants,"Maisons en lotissement, en quartier pavillonnaire ou en ville",Propriétaire,Une maison individuelle,3 ou 4 pièces,Rencontre des amis: plusieurs fois/an,Moins de 6 livres lus les 12 derniers mois,1-3 sorties culturelles les 12 derniers mois,Faible interet pour la politique,Droite
2145,Le prix est un critère d'achat,L'origine géo est plutot un critère d'achat,Le bio est plutot un critère d'achat,Achat chez des AMAP/producteurs <1x/sem,Jamais de jet d'aliment,Surgelés: plus rarement,Plats preparés: 1-2/semaine,Conserves: 3-4/semaine,Jus de fruit: plus rarement,Soda: plus rarement,Legumes hors saison: 3-4/semaine,Fruits frais: tous les jours,Volaille: 1-2/semaine,Viande rouge: 1-2/semaine,Poisson: 3-4/semaine,Charcuterie: 3-4/semaine,4 ou 5 pantalons,Achat uniquement de neuf,4 types de dechets ramassés à domicile,4 types de dechets triés à domicile,Déchets ménagers: 100 litres et plus,2 voitures,Pas d'utilisation de la voiture ou du 2-roues pour aller travailler/étudier ,Covoiturage plus rarement voire jamais,Pas pris l'avion la dernière années,Pas pris l'avion la dernière année,Assez préoccupé par le changement climatique,Trés préoccupé par la pollution de l'air,Assez préoccupé par l'abondance de déchets non recyclables,Assez préoccupé par la disparition d'espèces,Trés préoccupé par les risques liés aux centrales nucléaires,Entreprises n'en font pas assez,Citoyens n'en font pas assez,Pouvoirs publics n'en font pas assez,Action plutot pas difficile pour l'environnement,Plutot pas pret à payer les produits plus cher,Plutot pas pret à payer plus d'impots,Se voit comme une personne pollue comme les autres,Homme,Français(e),Independant(e),"Professions intermédiaires de l'enseignement, de la santé, de la fonction publiq",Professions intermédiaires,Professions intermédiaires,De 45 à 54 ans,2,Couple sans enfant,refus de répondre,Bac/Bac+2,Commune rurale,Habitat mixte : à la fois immeubles et maisons,Propriétaire,Un appartement,3 ou 4 pièces,Rencontre des amis: au moins 1x/sem,De 6 à 12 livres lus les 12 derniers mois,Pas de sortie culturelle les 12 derniers mois,Interet pour la politique,Extreme-droite
2146,Le prix est un critère d'achat,L'origine géo n'est pas ou pas vraiment un critère d'achat,Le bio est plutot un critère d'achat,Jamais d'achat chez des AMAP/producteurs,Jet d'aliment: 1-2x/semaine,Surgelés: plus rarement,Plats preparés: plus rarement,Conserves: plus rarement,Jus de fruit: tous les jours,Soda: plus rarement,Legumes hors saison: 1-2/semaine,Fruits frais: 1-2/semaine,Volaille: 1-2/semaine,Viande rouge: 1-2/semaine,Poisson: plus rarement,Charcuterie: 1-2/semaine,0 ou 1 pantalon,Achats d'occasion dominants ou mixtes,4 types de dechets ramassés à domicile,4 types de dechets triés à domicile,NA,0-1 voiture,Utilisation exclusive de la voiture pour aller travailler/étudier ,Covoiturage plus rarement voire jamais,Pas pris l'avion la dernière années,Pas pris l'avion la dernière année,Assez préoccupé par le changement climatique,Trés préoccupé par la pollution de l'air,Trés préoccupé par l'abondance de déchets non recyclables,Trés préoccupé par la disparition d'espèces,Trés préoccupé par les risques liés aux centrales nucléaires,Entreprises n'en font pas assez,Citoyens n'en font pas assez,Pouvoirs publics n'en font pas assez,Action pas difficile pour l'environnement,Plutot pret à payer les produits plus cher,Plutot pret à payer plus d'impots,Se voit comme une personne pollue moins que les autres,Homme,Français(e),Autres salariés,(Ouvriers non qualifiés et ouvriers agricoles),Ouvriers,Ouvriers,De 25 à 34 ans,1,Ménage d'une seule personne,<1500,Bac/Bac+2,UU de 50 000 à 199 999 habitants,"Maisons en lotissement, en quartier pavillonnaire ou en ville",Autres,Une maison individuelle,6 pièces,Rencontre des amis: au moins 1x/sem,Aucun livre lus les 12 derniers mois,1-3 sorties culturelles les 12 derniers mois,Faible interet pour la politique,Droite
2147,Le prix n'est pas vraiment un critère d'achat,L'origine géo n'est pas ou pas vraiment un critère d'achat,Le bio n'est pas vraiment un critère d'achat,Jamais d'achat chez des AMAP/producteurs,Jamais de jet d'aliment,Surgelés: plus rarement,Plats preparés: plus rarement,Conserves: 1-2/semaine,Jus de fruit: tous les jours,Soda: 1-2/semaine,Legumes hors saison: 3-4/semaine,Fruits frais: tous les jours,Volaille: 1-2/semaine,Viande rouge: 1-2/semaine,Poisson: 1-2/semaine,Charcuterie: plus rarement,2 ou 3 pantalons,Achat uniquement de neuf,2 ou 3 types de dechets ramassés à domicile,4 types de dechets triés à domicile,Déchets ménagers: Moins de 30 litres,0-1 voiture,Utilisation exclusive de la voiture pour aller travailler/étudier ,Covoiturage plus rarement voire jamais,Pris l'avion 2 fois ou plus la dernière années,Pris l'avion la dernière année,Assez préoccupé par le changement climatique,Peu ou pas préoccupé par la pollution de l'air,Peu ou pas préoccupé par l'abondance de déchets non recyclables,Trés préoccupé par la disparition d'espèces,Peu ou pas préoccupé par les risques liés aux centrales nucléaires,Entreprises en font trop ou assez,Citoyens n'en font pas assez,Pouvoirs publics n'en font pas assez,Action plutot pas difficile pour l'environnement,Plutot pret à payer les produits plus cher,Plutot pret à payer plus d'impots,Se voit comme une personne pollue comme les autres,Homme,Français(e),Autres salariés,Cadres d'entreprise,Cadres et professions intellectuelles supérieures,Cadres et professions intellectuelles supérieures,De 25 à 34 ans,1,Ménage d'une seule personne,2500-4000,Bac+3 et plus,UU de 200 000 à 1 999 999 habitants,Immeubles,"Autres locataire, sous-locataires",Un appartement,1 ou 2 pièces,Rencontre des amis: au moins 1x/sem,Moins de 6 livres lus les 12 derniers mois,Pas de sortie culturelle les 12 derniers mois,Interet pour la politique,Droite
2148,Le prix est plutot un critère d'achat,L'origine géo est plutot un critère d'achat,Le bio est plutot un critère d'achat,Achat chez des AMAP/producteurs <1x/sem,Jet d'aliment: 1-2x/semaine,Surgelés: 1-2/semaine,Plats preparés: 1-2/semaine,Conserves: 1-2/semaine,Jus de fruit: plus rarement,Soda: plus rarement,Legumes hors saison: 1-2/semaine,Fruits frais: 3-4/semaine,Volaille: 1-2/semaine,Viande rouge: 1-2/semaine,Poisson: 3-4/semaine,Charcuterie: 1-2/semaine,2 ou 3 pantalons,Achat uniquement de neuf,0 ou 1 type de dechets ramassés à domicile,4 types de dechets triés à domicile,Déchets ménagers: Moins de 30 litres,2 voitures,Utilisation exclusive de la voiture pour aller travailler/étudier ,Covoiturage plus rarement voire jamais,Pris l'avion 2 fois ou plus la dernière années,Pris l'avion la dernière année,Assez préoccupé par le changement climatique,Assez préoccupé par la pollution de l'air,Trés préoccupé par l'abondance de déchets non recyclables,Peu ou pas préoccupé par la disparition d'espèces,Assez préoccupé par les risques liés aux centrales nucléaires,Entreprises n'en font pas assez,Citoyens n'en font pas assez,Pouvoirs publics n'en font pas assez,Action plutot pas difficile pour l'environnement,Plutot pas pret à payer les produits plus cher,Plutot pas pret à payer plus d'impots,Se voit comme une personne pollue comme les autres,Homme,Français(e),Retraité(e),"(Artisans, commerçants et chefs d'entreprise)",Retraités,Retraités,65 ans et plus,2,Couple sans enfant,>4000,Aucun/CEP/BEPC,UU de 50 000 à 199 999 habitants,Immeubles,"Autres locataire, sous-locataires",Un appartement,1 ou 2 pièces,Rencontre des amis: 1-3x/mois,Aucun livre lus les 12 derniers mois,1-3 sorties culturelles les 12 derniers mois,Faible interet pour la politique,Centre/centre-droit
2149,Le prix est un critère d'achat,L'origine géo n'est pas ou pas vraiment un critère d'achat,Le bio n'est pas vraiment un critère d'achat,Jamais d'achat chez des AMAP/producteurs,Jet d'aliment: 3-4x/semaine,Surgelés: 1-2/semaine,Plats preparés: plus rarement,Conserves: plus rarement,Jus de fruit: tous les jours,Soda: plus rarement,Legumes hors saison: 3-4/semaine,Fruits frais: tous les jours,Volaille: 3-4/semaine,Viande rouge: 3-4/semaine,Poisson: 3-4/semaine,Charcuterie: plus rarement,6 pantalons ou plus,Achats d'occasion dominants ou mixtes,0 ou 1 type de dechets ramassés à domicile,"0, 1 ou 2 types de dechets triés à domicile",Déchets ménagers: Moins de 30 litres,0-1 voiture,Utilisation exclusive de la voiture pour aller travailler/étudier ,Covoiturage plus rarement voire jamais,Pris l'avion 2 fois ou plus la dernière années,Pris l'avion la dernière année,Assez préoccupé par le changement climatique,Assez préoccupé par la pollution de l'air,Trés préoccupé par l'abondance de déchets non recyclables,Assez préoccupé par la disparition d'espèces,Assez préoccupé par les risques liés aux centrales nucléaires,Entreprises n'en font pas assez,Citoyens n'en font pas assez,Pouvoirs publics en font trop ou assez,Action pas difficile pour l'environnement,Plutot pret à payer les produits plus cher,Plutot pas pret à payer plus d'impots,Ne se voit pas comme une personne qui pollue,Femme,Français(e),"Fonctionnaire, Salarié(e) du public","Professions intermédiaires de l'enseignement, de la santé, de la fonction publiq",Professions intermédiaires,Professions intermédiaires,De 35 à 44 ans,2,Famille monoparentale,1500-2500,Bac+3 et plus,UU de 2 000 à 9 999 habitants,Immeubles,"Locataire HLM, administratif ou société",Un appartement,5 pièces,Rencontre des amis: 1-3x/mois,Aucun livre lus les 12 derniers mois,4-6 sorties culturelles les 12 derniers mois,Faible interet pour la politique,Extreme-gauche/gauche
