"ID";"SEXE";"AGE";"SITCONJ";"RESNB";"RESISOL";"LOGAUTRE";"MASQUE";"TEMPS";"INQUIET";"VOISINS";"CONTROL";"AMIS";"FAMILLE";"POL";"DIPLONIV";"SITPROF_rec";"PCS_rec6";"REV";"POIDS_init"
63;"Un homme";26;"Oui";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"A droite";"Le certificat d'études ou un diplôme de l'enseignement secondaire autre que le baccalauréat (par exemple : CAP, BEP, Bre";"En emploi";"Employé(e)s";"De 1200 euros à moins de 1600 euros par mois";1,67043148234454
64;"Une femme";37;"Oui";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Oui, une seule fois";"Moins souvent";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Cadres et professions intellectuelles supérieures";"De 1600 euros à moins de 2000 euros par mois";0,201869182276958
65;"Une femme";25;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"A gauche";"Le baccalauréat";"En apprentissage ou en stage";"Artisan(e)s, commerçant(e)s, chef(fe)s d'entreprise";"De 2000 euros à moins de 2500 euros par mois";0,299744273582061
66;"Une femme";32;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"Très à droite";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Employé(e)s";"De 1200 euros à moins de 1600 euros par mois";0,526274347743109
67;"Une femme";45;"Non";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Oui";"Non, jamais";"Plus souvent";"Ni plus ni moins";"A droite";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Employé(e)s";"De 1600 euros à moins de 2000 euros par mois";0,568910827213722
68;"Une femme";25;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Plus souvent";"Plus souvent";"Au centre";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Professions intermédiaires";"De 2500 euros à moins de 3000 euros par mois";0,392005676145072
69;"Un homme";48;"Oui";3;"Non";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"Très à gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Professions intermédiaires";"De 1200 euros à moins de 1600 euros par mois";1,01142065648816
70;"Une femme";33;"Oui";4;"Non";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque un peu de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"Au centre";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 2500 euros à moins de 3000 euros par mois";0,198697745449701
71;"Une femme";24;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Oui";"Oui, une seule fois";"Moins souvent";"Plus souvent";"A droite";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Professions intermédiaires";"De 4000 euros à moins de 5000 euros par mois";0,503470024904501
72;"Une femme";29;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Oui";"Non, jamais";"Plus souvent";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Professions intermédiaires";"De 2500 euros à moins de 3000 euros par mois";0,303740801235236
73;"Une femme";46;"Oui";3;"Oui, mais pas autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"Je ne me retrouve pas dans ces catégories";"Le baccalauréat";"A la recherche d'un emploi";"Employé(e)s";"Moins de 800 euros par mois";1,0171103965784
74;"Une femme";53;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas vraiment de temps libre";"Oui";"Oui";"Non, jamais";"Ni plus ni moins";;"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 3000 euros à moins de 4000 euros par mois";0,206141606141521
75;"Une femme";36;"Oui";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque un peu de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Moins souvent";"Moins souvent";"A droite";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"6000 euros par mois et plus";0,201367878240618
76;"Une femme";69;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Oui";"Non, jamais";"Ni plus ni moins";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"Retraité(e)";"Professions intermédiaires";"De 3000 euros à moins de 4000 euros par mois";0,633009042436101
77;"Un homme";53;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Moins souvent";"Plus souvent";"Au centre";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 5000 euros à moins de 6000 euros par mois";0,797970169427314
78;"Un homme";67;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Moins souvent";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Le certificat d'études ou un diplôme de l'enseignement secondaire autre que le baccalauréat (par exemple : CAP, BEP, Bre";"Retraité(e)";"Professions intermédiaires";"De 1600 euros à moins de 2000 euros par mois";2,23706616242191
79;"Une femme";26;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Moins souvent";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Employé(e)s";"De 1200 euros à moins de 1600 euros par mois";1,0085730272206
80;"Une femme";61;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"A droite";"Le baccalauréat";"Retraité(e)";"Employé(e)s";"De 3000 euros à moins de 4000 euros par mois";0,369775469980601
81;"Une femme";48;"Oui";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Professions intermédiaires";"De 4000 euros à moins de 5000 euros par mois";0,260646629865789
82;"Un homme";34;"Non";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Non sélectionné";"Oui, une seule fois";"Ni plus ni moins";"Ni plus ni moins";"Je ne me retrouve pas dans ces catégories";"Le certificat d'études ou un diplôme de l'enseignement secondaire autre que le baccalauréat (par exemple : CAP, BEP, Bre";"En emploi";"Employé(e)s";"De 800 euros à moins de 1200 euros par mois";2,53659589013633
83;"Un homme";26;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque un peu de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"Ni à gauche ni à droite";"Le certificat d'études ou un diplôme de l'enseignement secondaire autre que le baccalauréat (par exemple : CAP, BEP, Bre";"En apprentissage ou en stage";"Employé(e)s";"De 800 euros à moins de 1200 euros par mois";2,53659589013633
84;"Une femme";51;"Oui";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Ni plus ni moins";"Très à gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Professions intermédiaires";"De 1600 euros à moins de 2000 euros par mois";0,804398266186786
85;"Une femme";24;"Oui";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Oui, une seule fois";"Ni plus ni moins";"Ni plus ni moins";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Professions intermédiaires";"De 4000 euros à moins de 5000 euros par mois";0,24641220646273
86;"Une femme";25;"Oui";2;"Oui, mais pas autant que je voulais";"Oui, j'ai changé de logement";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Oui";"Oui";"Non, jamais";;"Plus souvent";"Au centre";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"6000 euros par mois et plus";0,189102389982019
87;"Une femme";45;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Oui, plusieurs fois";"Ni plus ni moins";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Professions intermédiaires";"De 3000 euros à moins de 4000 euros par mois";1,17521172307303
88;"Une femme";74;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Plus souvent";"Ni plus ni moins";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"Retraité(e)";"Professions intermédiaires";"De 1600 euros à moins de 2000 euros par mois";1,01517291408798
89;"Un homme";34;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas vraiment de temps libre";"Oui";"Oui";"Oui, une seule fois";"Plus souvent";"Plus souvent";"Ni à gauche ni à droite";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 3000 euros à moins de 4000 euros par mois";0,50342018252388
90;"Une femme";63;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Moins souvent";"Ni plus ni moins";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Employé(e)s";;1,54831744574997
91;"Une femme";45;"Oui";5;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Oui, une seule fois";"Ni plus ni moins";"Plus souvent";"Au centre";"Le baccalauréat";"En emploi";"Professions intermédiaires";"De 4000 euros à moins de 5000 euros par mois";0,876416603350468
92;"Une femme";35;"Oui";3;"Non";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque un peu de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"A droite";"Le certificat d'études ou un diplôme de l'enseignement secondaire autre que le baccalauréat (par exemple : CAP, BEP, Bre";"En emploi";"Agriculteurs, agricultrices";"De 1200 euros à moins de 1600 euros par mois";0,257957848478525
93;"Un homme";44;"Oui";4;"Oui, mais pas autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"Je ne me retrouve pas dans ces catégories";"Le certificat d'études ou un diplôme de l'enseignement secondaire autre que le baccalauréat (par exemple : CAP, BEP, Bre";"En emploi";"Employé(e)s";"De 2500 euros à moins de 3000 euros par mois";2,50162869100262
